Number of Open Accounts,Years of Credit History,Maximum Open Credit,Current Loan Amount,Current Credit Balance,Monthly Debt,Annual Income,Months since last delinquent,Home Ownership,Term,Years in current job,Credit Default
10,14.2,328482,178794,257298,19182,1330532,51,-0.193546938,-0.235664764,0.126700744,0
12,21.6,319660,266486,192147,8664,1329415.832,68,0.180264064,-0.235664764,-0.1128066,0
9,11,443300,249744,122512,18364,881486,35,0.092368046,-0.235664764,0.013849095,0
10,19,121066,130878,28652,13297,1186289.062,20,-0.193546938,-0.235664764,0.126700744,0
22,14,865084,133870,354882,20121,1186289.062,18,0.180264064,-0.235664764,-0.68396445,0
9,18.6,1574078,472032,604941,34788,1650055,33,-0.193546938,0.583192905,0.126700744,0
10,14.9,624976,220748,514387,10943,800717,18,-0.193546938,-0.235664764,0.126700744,0
3,19.4,207152,43626,180861,4285,972590.2743,48,0.180264064,-0.235664764,0.126700744,1
17,22.2,541376,431156,310441,35549,1956810,35,-0.193546938,-0.235664764,0.126700744,0
8,25.3,232606,531542,116128,10288,1243284,40,0.180264064,-0.235664764,0.126700744,1
10,20.8,1027730,220550,232560,16500,1247992.353,20,-0.193546938,-0.235664764,-0.68396445,0
15,9.7,612304,489280,204649,11752,965865,33,0.180264064,0.583192905,0.013849095,1
7,17,567886,345268,373730,18003,1043670,7,0.180264064,0.583192905,-0.1128066,0
8,20.9,680636,308550,473784,17210,1447305.06,37,-0.193546938,-0.235664764,0.126700744,0
14,21,2122758,567490,291498,41571,1816063.743,17,-0.193546938,0.583192905,0.013849095,0
12,36.5,260392,21846,68362,24109,980685,40,-0.193546938,-0.235664764,0.126700744,0
9,14,498344,349580,347757,20051,720404,71,0.180264064,0.583192905,0.126700744,0
10,12.8,307956,287364,238032,8790,732469,37,0.180264064,-0.235664764,-0.1128066,1
12,14.4,375782,67166,149929,14206,744439,31,-0.193546938,-0.235664764,-0.68396445,1
9,14.9,435908,396352,185972,9746,779703,35,-0.193546938,-0.235664764,-0.1128066,0
14,18.5,958100,173844,421173,33232,1557753,37,-0.193546938,-0.235664764,0.126700744,0
8,24.5,954272,99999999,711227,34388,1677472,30,0.180264064,-0.235664764,-0.68396445,0
11,14.7,342782,106656,240692,10093,310555,35,0.180264064,-0.235664764,0.126700744,1
10,22,484990,495022,332158,12982,855969,33,-0.193546938,0.583192905,0.126700744,1
16,17.8,1531332,532444,1011731,51300,2586546,60,-0.193546938,-0.235664764,-0.1128066,0
8,11.7,150194,220726,61370,4403,857831,25,0.180264064,-0.235664764,0.013849095,1
9,11.6,591008,157124,182723,11874,1074234.146,54,0.180264064,-0.235664764,0.126700744,1
11,11.8,137676,1.00E+08,34124,25559,1267395,61,-0.1935469,-0.2356648,-0.1128066,0
22,15.6,1676136,307406,579025,37967,2939414,37,-0.1935469,-0.2356648,0.1267007,0
9,20.5,885522,654456,198835,3929,3297070,29,-0.1935469,-0.2356648,0.1267007,0
13,19.5,198110,43978,63137,5221,284810,69,0.1802641,-0.2356648,0.1267007,1
6,23.4,124718,534182,57722,25136,1328803,37,-0.1935469,0.5831929,-0.1128066,1
5,13.3,316294,133672,84132,10199,1186289,43,0.1802641,-0.2356648,-0.1128066,0
8,12.5,572286,393316,219944,17990,1037894,25,0.1802641,0.5831929,-0.1128066,0
19,25.9,1419858,669240,1016557,48679,1668083,22,-0.1935469,0.5831929,0.1267007,1
9,30.3,784234,1.00E+08,150366,12853,1512096,30,0.1802641,-0.2356648,0.01384909,0
16,17.7,745536,89298,424954,35868,1831543,72,0.1802641,-0.2356648,0.1267007,0
18,30.2,1338986,269258,238222,5139,1433987,5,-0.1935469,-0.2356648,0.1267007,0
7,16.6,628980,130262,127661,10424,768797,20,0.1802641,-0.2356648,0.1267007,0
11,13.7,393360,147114,77805,3589,944585,25,0.1802641,-0.2356648,0.1267007,1
15,13.6,357280,144276,189145,16010,846374,21,0.1802641,-0.2356648,-0.1128066,0
11,16,431090,214720,141094,14372,927200,30,0.1802641,-0.2356648,0.01384909,1
13,15,396726,245938,182951,24107,927181,24,-0.1935469,-0.2356648,0.01384909,1
10,9,265364,263428,92359,11122,758328,32,0.1802641,-0.2356648,0.01384909,1
12,19.1,1769130,434720,557688,18458,1070004,52,0.1802641,0.5831929,-0.1128066,0
16,16.4,745690,1.00E+08,321366,18165,1730007,25,-0.1935469,-0.2356648,0.1267007,0
13,18,793430,422312,500232,24182,1032669,37,0.1802641,0.5831929,0.1267007,1
23,22.5,540540,107360,97565,18415,1093982,37,-0.1935469,-0.2356648,-0.1128066,1
14,23.3,325820,133892,126901,33163,1349019,9,-0.1935469,-0.2356648,0.1267007,1
10,19.2,248996,429484,99769,24386,1455856,15,-0.1935469,-0.2356648,-0.1128066,0
7,12.3,192610,228294,101137,22109,869877,36,0.1802641,0.5831929,-0.1128066,0
7,26.6,1518066,770550,899384,68440,5038534,60,-0.1935469,-0.2356648,0.1267007,0
12,15.7,257708,258368,92815,3371,618488,34,0.09236805,-0.2356648,0.1267007,0
4,15.5,247302,334092,184319,5634,669408,64,0.1802641,-0.2356648,0.1267007,0
4,17.1,806300,430672,123956,10369,2149109,23,-0.1935469,-0.2356648,0.1267007,0
17,23.7,583440,1.00E+08,381444,24594,1347613,51,-0.1935469,-0.2356648,0.01384909,0
8,17.6,265408,86328,114152,9093,1150151,61,-0.1935469,0.5831929,-0.1128066,0
10,10.9,217206,65890,65474,5797,758632,12,0.1802641,-0.2356648,0.01384909,0
12,10.4,242066,65494,63764,1282,1143522,16,0.1802641,-0.2356648,-0.1128066,0
9,16.4,320122,181720,236379,21314,1136751,7,-0.1935469,-0.2356648,-0.1128066,1
8,18,196856,575740,164578,29937,1133274,25,0.1802641,0.5831929,-0.1128066,0
17,20.6,2422068,435380,1020794,31029,1598052,52,-0.1935469,0.5831929,0.1267007,0
11,14.1,331254,590986,268926,22061,1156511,34,0.1802641,0.5831929,-0.1128066,0
9,15,464266,324544,248995,29180,1151856,45,0.1802641,-0.2356648,0.01384909,1
33,16,783530,425414,467590,19669,967347,36,0.1802641,0.5831929,-0.1128066,1
27,23.6,561396,329406,132354,21455,1422435,36,-0.1935469,-0.2356648,0.01384909,1
14,18,1766688,751608,96121,33614,2781885,14,-0.1935469,-0.2356648,0.1267007,0
12,14.5,394416,512072,164863,22377,1095996,23,-0.1935469,0.5831929,-0.1128066,0
4,23.5,351340,405152,247589,14302,1749501,21,0.1802641,0.5831929,-0.1128066,0
17,13.3,708290,449724,494874,46627,1903154,13,-0.1935469,-0.2356648,0.1267007,1
9,9.3,678326,279202,319276,15147,741912,39,0.1802641,-0.2356648,0.01384909,0
8,6.6,320848,356906,33535,13162,907706,5,-0.1935469,-0.2356648,0.01384909,1
10,36.9,449152,446292,330885,31943,1734453,24,-0.1935469,-0.2356648,0.1267007,0
13,47,480084,160754,172482,17941,1484793,54,-0.1935469,-0.2356648,0.1267007,0
15,16.5,3162896,560340,1663545,40215,8710740,32,-0.1935469,-0.2356648,0.01384909,1
12,29,903386,190036,212990,9343,412205,9,0.1802641,-0.2356648,0.1267007,1
18,14.4,2009370,264374,1112374,39214,2054869,68,-0.1935469,-0.2356648,-0.6839644,0
8,10.9,536382,421080,303430,29566,2334150,45,-0.1935469,0.5831929,0.01384909,0
16,11.8,405680,288398,259616,12264,795530,38,0.1802641,-0.2356648,0.1267007,1
14,28.9,2763376,500434,517883,15043,1211478,34,-0.1935469,-0.2356648,0.1267007,0
7,9.4,172700,1.00E+08,48032,9026,967100,30,-0.1935469,0.5831929,0.1267007,0
15,15.4,465960,1.00E+08,187929,35099,1488289,30,-0.1935469,-0.2356648,0.01384909,0
18,15.6,1121010,269126,190722,11306,1452645,31,-0.1935469,-0.2356648,0.1267007,0
12,24.6,1779646,456632,1126586,38491,1470999,37,-0.1935469,-0.2356648,0.01384909,0
7,21.3,1001990,315634,542583,13301,1460340,19,-0.1935469,-0.2356648,-0.1128066,1
4,9.5,264484,119306,214719,4360,503082,46,0.1802641,-0.2356648,0.1267007,0
2,13.7,143330,308220,115121,11508,952375,37,-0.1935469,-0.2356648,0.1267007,0
8,25.1,411026,133892,17746,3278,370025,24,-0.1935469,0.5831929,0.01384909,0
12,14.3,259336,129052,129010,10626,613016,25,0.1802641,-0.2356648,0.01384909,0
13,13.8,374792,785862,72504,32830,4906028,31,-0.1935469,-0.2356648,0.1267007,0
10,18.5,978802,1.00E+08,581590,24690,1887175,20,0.1802641,-0.2356648,0.1267007,0
6,20.8,221386,134112,166535,11816,1254760,48,0.09236805,-0.2356648,-0.6839644,0
9,21,219582,439032,168397,16001,1680299,22,-0.1935469,-0.2356648,0.01384909,0
6,17.8,487696,507540,412775,30230,1511488,28,0.1802641,0.5831929,0.01384909,0
11,17,426008,178508,125096,20741,1204565,20,0.1802641,-0.2356648,0.1267007,0
13,16.9,284372,177782,134596,17215,902101,57,0.1802641,-0.2356648,-0.1128066,0
10,22.5,297924,60434,201210,24497,1547189,44,-0.1935469,-0.2356648,0.01384909,1
10,23.6,1035518,776468,338048,7937,1956047,36,-0.1935469,0.5831929,0.01384909,0
12,30,416196,1.00E+08,155268,14724,910746,78,-0.1935469,0.5831929,0.1267007,0
11,13.8,291390,171138,227487,13944,518054,47,0.1802641,-0.2356648,-0.1128066,0
9,12.9,704132,311388,207974,21685,1447305,15,0.1802641,-0.2356648,0.1267007,0
12,22.5,1928982,298254,129941,14858,1100594,50,-0.1935469,-0.2356648,0.1267007,0
14,28.6,7526552,645084,2678088,57569,2785590,31,-0.1935469,0.5831929,0.1267007,0
4,20.9,1021218,624932,346617,11273,1060162,25,0.1802641,0.5831929,0.1267007,0
8,10,172084,223058,70889,12986,1108441,49,0.09236805,-0.2356648,0.1267007,1
9,24.6,213664,133584,108870,5785,799805,43,0.09236805,-0.2356648,-0.1128066,0
7,17,671814,309848,439793,31164,1447305,33,0.1802641,-0.2356648,0.01384909,0
13,11,247258,173404,131556,8012,561621,12,0.1802641,-0.2356648,-0.1128066,0
7,31.3,330132,107360,80123,10016,667736,35,-0.1935469,-0.2356648,0.1267007,0
5,22.5,529342,352946,363907,17647,4477065,35,-0.1935469,-0.2356648,0.01384909,0
11,9.7,511852,448756,401375,25773,1162686,20,0.1802641,-0.2356648,-0.1128066,0
9,17.9,480876,43560,110466,6439,349600,38,-0.1935469,-0.2356648,-0.6839644,0
13,19.8,138952,243804,57589,49181,2980644,60,-0.1935469,0.5831929,-0.1128066,0
15,22.5,544522,1.00E+08,321670,23273,940310,60,0.1802641,-0.2356648,0.01384909,0
9,14.8,730092,1.00E+08,607202,25442,1160862,13,-0.1935469,-0.2356648,0.01384909,0
16,19.7,496540,260348,195548,15115,1314271,6,-0.1935469,0.5831929,-0.1128066,0
7,16,324918,1.00E+08,128516,9889,1299809,30,-0.1935469,-0.2356648,0.1267007,0
7,18.1,402688,78716,262922,31696,1864489,19,-0.1935469,-0.2356648,0.1267007,1
7,13.1,588412,358050,286615,12833,802066,78,0.1802641,-0.2356648,0.01384909,0
13,18.4,342738,165704,163096,26937,1179444,20,0.1802641,-0.2356648,0.1267007,0
7,20,1893760,539550,1329677,28565,2176374,26,-0.1935469,0.5831929,0.1267007,0
8,14.1,809842,617782,673550,26676,2038890,19,-0.1935469,0.5831929,0.01384909,0
17,48.6,449900,224972,158517,12678,582882,11,-0.1935469,-0.2356648,0.1267007,0
13,21.8,276342,402490,156788,11486,1052182,37,-0.1935469,0.5831929,0.1267007,0
14,14,468930,184514,362045,25185,1127707,59,0.1802641,-0.2356648,0.1267007,0
8,27,556050,666754,300143,12446,1214252,27,-0.1935469,-0.2356648,0.01384909,0
17,13.7,595914,289784,296438,21336,1463057,35,0.1802641,-0.2356648,0.1267007,0
7,10.2,287540,79618,139061,9344,1159432,25,0.1802641,-0.2356648,0.01384909,0
9,35.3,316536,260590,240578,16879,1314271,10,-0.1935469,-0.2356648,0.1267007,0
21,29,2107160,332442,789792,25711,1722654,22,-0.1935469,-0.2356648,0.1267007,0
23,15.6,707828,260744,235961,15201,1125978,45,0.1802641,-0.2356648,0.1267007,0
7,15.6,390544,227524,108946,3127,830243,36,0.1802641,0.5831929,0.1267007,0
5,11.2,97680,173580,63517,11089,1236691,29,0.1802641,-0.2356648,0.1267007,0
8,13.4,221430,214962,147839,10304,835430,38,0.1802641,0.5831929,0.01384909,0
17,16,1060268,116094,559493,25991,2025267,63,-0.1935469,-0.2356648,0.1267007,0
10,16.2,567776,451748,264784,7955,852264,36,0.09236805,-0.2356648,0.01384909,1
9,23.7,178618,1.00E+08,80826,10649,2505568,12,-0.1935469,-0.2356648,0.1267007,0
12,18.1,465718,156090,250591,34117,2213006,44,0.1802641,0.5831929,0.1267007,1
13,14.7,416680,526152,325318,16169,1060276,34,-0.1935469,0.5831929,0.1267007,1
8,10,362868,154594,143849,13043,741760,44,0.1802641,-0.2356648,0.1267007,1
12,16.4,341286,350020,259369,8389,699067,68,0.1802641,0.5831929,0.1267007,1
5,17,491810,452848,328757,5677,1452664,74,0.1802641,0.5831929,0.01384909,0
7,16,260326,520652,182115,36526,2623026,29,-0.1935469,0.5831929,0.1267007,1
5,5.4,103246,65956,26486,816,816354,12,0.1802641,-0.2356648,-0.1128066,0
10,17.4,388916,266816,324140,15117,1320871,19,0.1802641,0.5831929,-0.1128066,0
10,17.6,347424,249612,204630,13027,1193314,41,-0.1935469,-0.2356648,0.1267007,0
8,16.3,310706,450252,175218,17588,1263785,36,-0.1935469,-0.2356648,0.1267007,0
10,26.8,74690,309056,41933,39229,1447305,35,-0.1935469,-0.2356648,-0.1128066,0
7,17.6,276584,324610,125400,9543,639730,4,-0.1935469,0.5831929,0.1267007,1
4,14,95898,43582,73625,7244,658559,38,0.1802641,-0.2356648,0.01384909,0
11,9.4,139920,111562,92568,11101,690232,49,0.1802641,-0.2356648,0.1267007,1
6,4.3,145156,94534,92511,9676,1144174,16,0.1802641,-0.2356648,0.1267007,0
13,19.6,2107138,438988,354863,8572,1424794,27,-0.1935469,0.5831929,0.1267007,1
17,8.4,518078,431640,327522,19819,1025145,19,-0.1935469,0.5831929,0.1267007,1
12,31.9,311828,122408,87799,9649,523906,5,-0.1935469,-0.2356648,0.1267007,1
10,27.4,621808,356708,331873,12443,2118006,9,-0.1935469,-0.2356648,0.01384909,0
12,21.8,884290,217888,210026,9562,1411320,16,-0.1935469,0.5831929,0.01384909,0
14,7,784828,106172,12198,436,319067,13,0.09236805,-0.2356648,-0.6839644,0
13,11,688644,411884,336623,17485,1167650,34,-0.1935469,-0.2356648,-0.1128066,1
9,14.2,371162,130240,95190,13357,2812095,20,-0.1935469,-0.2356648,0.1267007,0
12,15.5,1036046,558030,392787,31872,3084384,27,-0.1935469,0.5831929,0.1267007,0
12,24.5,327580,250690,247266,21069,1975202,24,-0.1935469,-0.2356648,0.1267007,0
14,19.6,428384,216458,220115,8867,1239188,56,0.1802641,-0.2356648,0.1267007,0
11,28.6,449592,1.00E+08,147554,29448,1784708,30,-0.1935469,-0.2356648,0.1267007,0
26,11.1,397672,1.00E+08,109896,13394,802047,42,0.1802641,-0.2356648,0.01384909,0
6,12,424578,266926,164274,3456,806854,67,0.1802641,-0.2356648,-0.1128066,0
8,23.6,602976,493614,320777,15994,1760787,30,-0.1935469,0.5831929,0.1267007,0
10,9.5,160930,150216,98534,9007,667166,35,0.1802641,-0.2356648,0.01384909,0
11,17.6,383020,129052,253707,13236,1058851,33,-0.1935469,-0.2356648,-0.6839644,0
10,19.4,946418,1.00E+08,317129,10163,374110,30,0.1802641,-0.2356648,0.1267007,0
17,15.2,403238,1.00E+08,266760,16666,1212105,43,0.1802641,-0.2356648,0.1267007,0
21,20.7,490380,221694,134254,12598,1247600,9,-0.1935469,-0.2356648,0.1267007,0
37,25.7,1366332,636746,154584,38267,1889740,14,-0.1935469,-0.2356648,-0.6839644,0
8,17.5,232870,1.00E+08,147421,16607,996436,30,-0.1935469,-0.2356648,0.01384909,0
11,14.8,257774,250052,93062,5167,959785,74,0.1802641,0.5831929,0.01384909,1
10,14.6,865062,777238,184528,38741,2301432,22,0.1802641,0.5831929,-0.1128066,0
16,14,399608,211970,192565,20365,915287,68,-0.1935469,-0.2356648,0.01384909,0
7,28.1,269082,1.00E+08,147345,11410,1631967,28,0.09236805,-0.2356648,0.1267007,0
11,10.9,397408,131824,11666,2087,1049590,39,0.1802641,-0.2356648,0.1267007,1
9,26.4,1025266,409090,510910,18071,911126,42,0.09236805,0.5831929,0.01384909,0
8,11.9,217998,435996,142899,21604,1694439,35,-0.1935469,-0.2356648,0.1267007,0
7,5.6,331012,348590,170373,15727,1599344,21,0.1802641,0.5831929,0.1267007,0
11,18.8,1000098,558382,284164,36872,1722312,27,-0.1935469,0.5831929,0.01384909,0
10,19.2,313302,179806,167770,6539,727890,33,0.1802641,0.5831929,0.1267007,0
16,28,3075996,1.00E+08,2194310,70961,2867100,23,-0.1935469,0.5831929,0.1267007,0
10,19.5,854502,437096,523963,34217,1377842,34,0.1802641,-0.2356648,0.1267007,0
9,6.8,350592,431816,95988,17092,1035918,69,0.1802641,-0.2356648,0.01384909,1
7,16.5,212718,219362,145502,21597,2273388,58,0.1802641,-0.2356648,0.1267007,0
7,16,346830,270512,242630,15736,1031871,45,0.1802641,-0.2356648,0.1267007,1
10,27.5,217294,449746,151449,26109,985226,18,0.1802641,-0.2356648,0.1267007,0
12,15.9,1631894,663432,1192326,43927,3819760,16,-0.1935469,0.5831929,0.1267007,1
15,12,843788,246752,401527,19033,888706,48,0.1802641,-0.2356648,-0.1128066,1
13,23.2,2238148,761156,962597,35628,3770208,23,-0.1935469,0.5831929,0.01384909,0
14,22.3,753478,399322,446405,32983,4215112,12,0.1802641,-0.2356648,0.1267007,0
6,31.6,405438,1.00E+08,240559,26250,1607172,30,-0.1935469,-0.2356648,0.01384909,0
5,18,641872,139766,374186,9812,1172072,47,-0.1935469,-0.2356648,0.1267007,0
17,18,678788,1.00E+08,388075,20138,1297814,20,0.1802641,-0.2356648,0.01384909,0
7,8,530156,330396,311334,10764,679820,19,0.09236805,0.5831929,0.01384909,1
11,12.9,372856,301158,254714,8711,1453842,45,-0.1935469,-0.2356648,0.01384909,0
10,18.3,416372,681450,6118,15307,1666414,27,-0.1935469,0.5831929,0.1267007,1
9,25.2,331210,177672,148466,16897,1202169,57,0.1802641,-0.2356648,0.1267007,0
13,23.4,701954,107492,173983,9578,1152931,7,0.1802641,-0.2356648,0.01384909,0
12,24.7,594594,92620,126331,11987,1146040,0,0.09236805,-0.2356648,0.1267007,0
8,18.6,234938,1.00E+08,128440,26937,1252860,30,0.1802641,-0.2356648,-0.1128066,0
10,8.6,343354,154880,118313,5414,477717,16,0.1802641,-0.2356648,0.01384909,0
7,5,63756,204798,22800,9945,1057034,53,0.1802641,-0.2356648,0.01384909,1
17,11,439670,284350,354654,18496,944490,37,0.1802641,-0.2356648,0.01384909,1
15,26.4,668778,336644,329802,11653,1259833,14,-0.1935469,-0.2356648,0.1267007,0
8,8.7,455730,394218,220020,25109,851162,35,0.1802641,0.5831929,-0.1128066,1
23,19.9,1141888,297418,636082,30285,1316757,29,0.1802641,0.5831929,0.1267007,1
12,17.8,501204,473726,148029,27612,1150488,27,-0.1935469,-0.2356648,0.1267007,0
6,15.6,664774,1.00E+08,212990,3774,728061,30,-0.1935469,-0.2356648,-0.6839644,0
7,26.1,626912,538736,306983,12044,1726758,40,-0.1935469,-0.2356648,-0.1128066,0
26,26,908952,520410,341487,26634,1536568,81,0.1802641,-0.2356648,0.01384909,0
15,13.4,687742,472032,465671,35541,1261809,55,0.1802641,-0.2356648,-0.1128066,1
7,18.7,254122,323444,129048,2697,1458406,36,-0.1935469,-0.2356648,0.1267007,0
5,14.7,141240,154022,18905,6651,1067056,44,0.1802641,-0.2356648,0.01384909,1
10,12,594308,57486,90345,13064,605264,65,0.1802641,-0.2356648,0.1267007,0
21,27.5,3693778,393338,1681177,20548,1226735,35,0.09236805,0.5831929,0.1267007,1
14,14.8,536052,1.00E+08,343520,30089,1597653,30,-0.1935469,-0.2356648,0.01384909,0
13,17.5,208098,1.00E+08,138016,7830,869972,29,-0.1935469,-0.2356648,0.01384909,0
7,12,127490,431992,55917,29995,1585607,32,-0.1935469,0.5831929,0.1267007,0
12,15.2,719246,450560,332329,11543,1984512,28,0.1802641,-0.2356648,0.01384909,1
9,16.7,945626,540980,539828,12129,1102608,38,-0.1935469,-0.2356648,0.01384909,0
8,17.8,626076,331562,257925,11469,1336251,41,-0.1935469,-0.2356648,0.1267007,0
8,21.2,208406,287386,111948,15036,1610953,58,-0.1935469,-0.2356648,0.01384909,0
8,13.6,370458,142868,154850,15693,1176772,36,-0.1935469,-0.2356648,-0.1128066,0
11,20.8,1796542,156860,1306421,45476,3870300,22,0.1802641,-0.2356648,0.01384909,0
14,15.9,482570,317988,299649,20529,772236,30,-0.1935469,-0.2356648,0.1267007,0
5,24.5,148698,262548,105165,18880,1039262,15,-0.1935469,-0.2356648,0.1267007,0
6,12.6,624756,761376,125172,25637,2348400,30,-0.1935469,-0.2356648,-0.1128066,0
16,15.7,1161248,194854,439261,12715,1589331,9,-0.1935469,-0.2356648,0.1267007,0
9,13.7,211728,163636,93081,17583,578075,69,0.1802641,-0.2356648,0.01384909,0
13,11.1,642598,322850,7771,2714,1043879,3,-0.1935469,-0.2356648,0.01384909,0
9,16.4,675532,327030,310954,23252,1911153,18,-0.1935469,-0.2356648,0.1267007,0
12,12.4,1545082,138732,320264,13104,1123242,47,-0.1935469,-0.2356648,-0.1128066,0
15,12,730378,398640,402439,26359,1152589,26,0.1802641,-0.2356648,0.1267007,1
4,27,45914,43714,25213,7536,766384,38,0.1802641,-0.2356648,0.01384909,0
13,12,633292,481140,409108,24274,930620,29,0.1802641,0.5831929,0.01384909,0
7,20.5,96976,180356,58805,12986,1129227,7,0.1802641,-0.2356648,0.1267007,1
15,24.7,482878,312158,154299,18165,1443152,20,-0.1935469,-0.2356648,0.1267007,0
17,16.6,6639358,516934,1221339,73412,2814508,48,-0.1935469,-0.2356648,0.01384909,1
10,20.2,449526,160182,230603,15245,1325687,51,0.1802641,-0.2356648,-0.6839644,0
9,15.8,607002,432542,302480,14622,1132020,41,-0.1935469,0.5831929,-0.1128066,1
9,19.9,484814,172282,169993,12090,1185549,40,-0.1935469,-0.2356648,-0.1128066,0
2,20,153714,1.00E+08,6232,484,1263405,30,-0.1935469,0.5831929,0.01384909,0
5,12.8,125092,145200,78109,7871,463030,14,-0.1935469,-0.2356648,0.01384909,0
8,15.9,353452,234344,193230,17338,1143116,33,0.1802641,-0.2356648,0.1267007,0
5,21.5,266464,215116,105868,5929,836019,30,0.1802641,-0.2356648,0.1267007,1
10,14.8,53812,85690,19760,11584,1451087,39,0.1802641,-0.2356648,0.01384909,1
9,14.5,517176,192038,334533,17668,942305,22,-0.1935469,-0.2356648,-0.1128066,0
8,13.5,203456,301070,88198,18396,771856,32,-0.1935469,0.5831929,0.01384909,0
19,16.2,907720,387992,514273,18393,1432094,40,-0.1935469,-0.2356648,0.01384909,0
10,13,268686,109120,92815,8647,621319,41,0.1802641,-0.2356648,0.01384909,0
15,49.1,710050,562430,193173,26813,2331528,16,-0.1935469,-0.2356648,0.01384909,0
13,23.7,904464,1.00E+08,35929,15442,2431772,34,0.09236805,-0.2356648,0.01384909,0
11,20.4,458898,289586,249679,14093,1889550,35,-0.1935469,0.5831929,0.1267007,0
14,29.8,1199088,326084,517788,11060,1614563,42,0.1802641,0.5831929,0.1267007,0
4,17.8,329582,96690,179037,4599,280136,51,-0.1935469,-0.2356648,0.1267007,1
8,31.2,336424,267256,217037,14473,827051,66,-0.1935469,-0.2356648,0.1267007,0
9,23.2,571538,344256,278388,18328,1905890,41,0.1802641,0.5831929,0.1267007,1
6,7.1,312686,1.00E+08,152304,13632,1447667,30,0.1802641,-0.2356648,-0.1128066,0
28,22.1,3015760,1.00E+08,768322,43593,2135182,12,-0.1935469,-0.2356648,0.01384909,0
5,15.1,706816,104346,568328,8488,657153,15,-0.1935469,-0.2356648,0.1267007,1
12,8,180290,110000,142006,11795,949905,33,0.1802641,-0.2356648,0.01384909,1
8,26.1,679734,1.00E+08,301739,7776,1279973,6,-0.1935469,-0.2356648,0.1267007,0
10,17.8,429022,108284,156370,23359,907117,44,0.09236805,-0.2356648,-0.1128066,0
13,16.9,403612,347028,127224,8837,1685889,34,-0.1935469,-0.2356648,0.01384909,0
14,36.2,1464584,215094,1052372,42795,1764758,37,-0.1935469,-0.2356648,0.1267007,0
8,10.2,877206,336974,518187,20371,1587374,42,-0.1935469,-0.2356648,0.01384909,1
22,40.4,2602402,217932,1339519,34479,1253189,41,-0.1935469,-0.2356648,0.1267007,0
10,7,659384,506528,400349,19961,1555416,28,-0.1935469,0.5831929,0.1267007,0
3,10.7,219406,191356,157833,5409,435651,35,-0.1935469,-0.2356648,0.1267007,0
7,14.4,238062,244552,153387,16595,1508600,37,-0.1935469,0.5831929,0.1267007,1
13,15,683914,86174,165965,4317,558201,39,0.09236805,-0.2356648,-0.1128066,0
4,8.8,108086,85998,66462,1904,388493,39,0.1802641,-0.2356648,0.1267007,0
7,10.3,120956,170390,75525,8781,949335,28,-0.1935469,-0.2356648,0.1267007,0
14,18.6,996204,107360,17214,3484,927105,35,-0.1935469,-0.2356648,-0.1128066,0
13,14.5,563574,1.00E+08,234593,23349,1867966,30,0.1802641,-0.2356648,0.1267007,0
26,17.8,918434,223168,236379,20567,1252784,29,-0.1935469,0.5831929,0.01384909,0
11,10,288222,1.00E+08,96824,11271,520182,30,0.1802641,-0.2356648,0.01384909,0
9,18.1,1197482,608630,698079,14445,1256128,47,0.09236805,0.5831929,-0.1128066,1
6,16.8,253440,66396,15979,1452,1152658,30,0.1802641,-0.2356648,0.01384909,0
15,50.6,1180388,439912,486267,15514,949810,71,-0.1935469,0.5831929,0.1267007,0
9,16.2,790548,220682,350246,14135,848122,68,-0.1935469,-0.2356648,-0.6839644,0
13,14.2,758274,292754,207594,19277,2353264,16,-0.1935469,-0.2356648,0.01384909,0
10,18.2,304920,130372,110086,12584,539334,24,0.1802641,-0.2356648,-0.1128066,1
11,21,234278,106238,168739,22467,1859340,13,0.1802641,-0.2356648,0.1267007,0
12,14.6,283030,217668,191881,26083,1691874,41,-0.1935469,-0.2356648,0.01384909,0
7,16.2,386012,354706,223364,7952,1531704,38,0.09236805,-0.2356648,0.1267007,0
7,21,354530,293040,172995,4250,964098,39,-0.1935469,-0.2356648,0.1267007,1
6,14.3,217646,358820,147744,17432,1743174,49,0.1802641,-0.2356648,0.1267007,0
9,23.8,1037124,1.00E+08,661029,31507,3017371,30,-0.1935469,-0.2356648,-0.1128066,0
13,8.9,110198,108020,58159,22223,1005461,25,0.1802641,-0.2356648,-0.1128066,1
7,18,0,360162,0,9838,1338474,48,0.1802641,-0.2356648,0.1267007,0
14,13.6,345334,286066,202502,17333,1045209,33,-0.1935469,-0.2356648,0.1267007,0
21,17.4,2575518,388520,82308,27239,3113036,41,0.1802641,-0.2356648,0.01384909,1
3,32.5,130592,261184,106799,6332,1033828,31,0.1802641,0.5831929,0.01384909,0
9,13.5,863500,104302,202844,7713,608095,32,-0.1935469,-0.2356648,0.01384909,0
7,5.8,258896,121968,30400,1726,1175371,24,0.1802641,-0.2356648,0.01384909,0
11,22.4,621258,1.00E+08,483968,17237,944471,80,-0.1935469,-0.2356648,-0.6839644,0
7,32.5,351406,165198,198797,23251,1067629,27,0.09236805,-0.2356648,0.1267007,1
16,32,930578,459734,299763,21578,1711535,60,-0.1935469,-0.2356648,-0.1128066,0
4,12,70070,78782,45315,4517,1007432,17,0.09236805,0.5831929,0.1267007,1
19,14,501556,265232,114779,23877,1813493,6,0.1802641,-0.2356648,0.01384909,0
13,16.8,786214,218350,183331,14730,690194,13,0.1802641,0.5831929,0.01384909,1
